IpAddress,AssetNumber,MachineName,IsOnline,LastPingTime,CurrentTime,TimeSinceLastPing,CheckThis
192.168.1.150,100007,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,False,08/21/2023 20:21:00,09/17/2023 15:32:37,643.1936896894445,True
192.168.1.169,100006,Mazak 6,True,09/17/2023 15:32:38,09/17/2023 15:32:38,0,False
192.168.1.166,100023,Mazak test machine does this do anything,False,09/15/2023 18:48:53,09/17/2023 15:32:38,44.729381987055554,False
192.168.1.166,100023,Mazak 23,False,08/12/2023 17:23:46,09/17/2023 15:28:38,862.0813295935278,True
192.168.1.171,100028,Mazak 289,True,09/17/2023 15:32:37,09/17/2023 15:32:37,0,False
192.168.1.172,100029,Mazak 299,True,09/17/2023 15:32:37,09/17/2023 15:32:37,0,False
192.168.1.173,100030,Mazak 30,True,09/17/2023 15:32:37,09/17/2023 15:32:37,0,False
192.168.1.174,100031,Mazak 31,True,09/17/2023 15:32:37,09/17/2023 15:32:37,0,False
192.168.1.175,100032,Mazak 32,False,09/17/2023 14:28:56,09/17/2023 15:32:37,1.061469165611111,False
192.168.1.176,100033,Mazak 33,True,09/17/2023 15:32:37,09/17/2023 15:32:37,0,False
192.168.1.177,1,MAXAK test machine wide,False,09/16/2023 21:54:00,09/17/2023 15:32:37,17.643693110833333,False
192.168.1.183,100040,Mazak 40,False,09/17/2023 15:09:02,09/17/2023 15:32:37,0.39313867261111113,False
192.168.1.184,2,2,False,09/14/2023 15:07:54,09/17/2023 15:32:37,72.41202756194444,False
192.168.1.185,3,3,False,09/14/2023 15:08:01,09/17/2023 15:32:38,72.41049306125,False
192.168.1.186,4,4,False,08/14/2023 15:08:10,09/17/2023 15:32:37,816.4075839636112,True
192.168.1.178,5,5,False,09/14/2023 15:08:32,09/17/2023 15:32:37,72.40147463488888,False
192.168.1.179,6,6,True,09/17/2023 15:32:38,09/17/2023 15:32:38,0,False
192.168.1.180,7,7,False,09/14/2023 15:09:01,09/17/2023 15:32:38,72.39371083102778,False
192.168.1.187,8,8,False,09/14/2023 15:09:55,09/17/2023 15:32:38,72.37882635875,False
